Date,Open,High,Low,Close,Volume
,NVDA,NVDA,NVDA,NVDA,NVDA
2022-11-21,15.132120243655514,15.461795982930148,15.0651856742172,15.301953315734863,404739000
2022-11-22,15.312941004415727,16.042224307977705,15.107143062322645,16.02224349975586,472866000
2022-11-23,16.082185426693993,16.51076484483677,16.032235307241766,16.502771377563477,427241000
2022-11-25,16.301971969557428,16.47080468398519,16.156115473704112,16.254018783569336,167934000
2022-11-28,16.01025486285479,16.34093096346319,15.709551881196315,15.811450958251953,303741000
2022-11-29,15.811450315725434,15.916347653150785,15.50475272274018,15.623635292053223,298384000
2022-11-30,15.68559017782251,16.917694725911424,15.58566343466165,16.91069984436035,565298000
2022-12-01,16.986644417378525,17.25244991006303,16.622908679321707,17.12254524230957,470977000
2022-12-02,16.646891961361217,16.92069297480223,16.43304680382368,16.863733291625977,371389000
2022-12-05,16.66687718258451,16.9826474725034,16.460026915348557,16.59792709350586,352255000
2022-12-06,16.517986458879424,16.560954474009094,15.80750278109948,15.975380897521973,352694000
2022-12-07,15.7605364147691,16.174236009152278,15.65561223859945,16.10828399658203,372388000
2022-12-08,16.26117402618214,17.166515711893183,15.947401148647057,17.156522750854492,515456000
2022-12-09,17.14752656117502,17.570219425754605,16.96266156791987,16.9886417388916,465338000
2022-12-12,17.024619564780387,17.525254930253844,16.784794205763834,17.52225685119629,457328000
2022-12-13,18.517532552181468,18.77634509903721,17.698128800135795,18.058866500854492,656589000
2022-12-14,17.97392407996329,18.238732737472507,17.407336817920626,17.661151885986328,496888000
2022-12-15,17.13353742821794,17.30741074376151,16.687862454853068,16.939678192138672,478542000
2022-12-16,16.851740499962705,17.028611869935972,16.39807007699881,16.55895233154297,478232000
2022-12-19,16.559953304567404,16.59692515669725,16.13326367119488,16.242183685302734,354039000
2022-12-20,16.052324298417076,16.298145802015362,15.840479433965097,16.07330894470215,403260000
2022-12-21,16.102288194499057,16.614915819046644,16.090295879605936,16.48900604248047,325025000
2022-12-22,16.08230267249462,16.12627131825596,14.87118366618108,15.327851295471191,565045000
2022-12-23,15.18495523596569,15.32785094900713,14.872183007276343,15.194948196411133,349326000
2022-12-27,15.063043236857192,15.089024360620469,14.04578260735077,14.110735893249512,464902000
2022-12-28,13.916876867387723,14.251633402616966,13.87390790189094,14.025797843933105,351066000
2022-12-29,14.391532131235763,14.672327066692667,14.216659141844056,14.592385292053223,354923000
2022-12-30,14.323582060058012,14.618367738059508,14.222655631924866,14.603379249572754,310490000
2023-01-03,14.84020566371246,14.985100730634922,14.085754306829973,14.304594993591309,401277000
2023-01-04,14.556414305336196,14.84220576294004,14.230651001541938,14.73828125,431324000
2023-01-05,14.480467562996974,14.553414458065303,14.137716456811608,14.254631996154785,389168000
2023-01-06,14.463478526452427,14.999089148527037,14.02379879088621,14.848198890686035,405044000
2023-01-09,15.272891218307487,16.044329449566135,15.129994555598975,15.6166410446167,504231000
2023-01-10,15.49573071762069,15.950399983640061,15.460756305308625,15.897439002990723,384101000
2023-01-11,15.828486169862327,16.016349239549506,15.551687092243982,15.989368438720703,353285000
2023-01-12,16.088298079147023,16.62490650981724,15.480739249829666,16.498998641967773,551409000
2023-01-13,16.266166100081033,16.909698931407995,16.153249285647004,16.886714935302734,447287000
2023-01-17,16.88671868747473,17.715116677928005,16.88671868747473,17.68913459777832,511102000
2023-01-18,17.654162447001852,17.86001213609156,17.26944197078873,17.3643741607666,439624000
2023-01-19,17.023616264759873,17.184500442534787,16.718839562488213,16.7528133392334,452932000
2023-01-20,16.998635350456045,17.843022387784448,16.812771625874188,17.826034545898438,564967000
2023-01-23,18.05087123311822,19.23101460784554,17.80505162894163,19.179052352905273,655163000
2023-01-24,18.81331429322704,19.480829897211883,18.80631941203174,19.250995635986328,496204000
2023-01-25,18.89925241669072,19.35592095937967,18.566494288431212,19.3089542388916,449537000
2023-01-26,19.686678873769658,20.151341001630637,19.26398603168068,19.78760528564453,489535000
2023-01-27,19.447853333962932,20.61300615658492,19.390895559063967,20.350196838378906,542142000
2023-01-30,19.935502549242734,20.125363098729323,19.13608278764587,19.148075103759766,488611000
2023-01-31,19.156068486760205,19.67269296084049,18.93622905551939,19.522802352905273,498017000
2023-02-01,19.67668745982098,21.17659589978598,19.596745684553426,20.927778244018555,660477000
2023-02-02,20.984735851231548,21.933045462419837,20.68495467288457,21.693220138549805,564276000
2023-02-03,20.984735697077607,21.72919501638303,20.77388862479516,21.08466339111328,429366000
